,fps,duration,cudaTotal,kernUpdateVelocityBruteForce-802,kernUpdatePos-803
634,19.0377,52.5273,53.2091,53.202,0.007072
635,18.6467,53.6289,52.0506,52.0424,0.008192
636,19.0108,52.6016,52.0372,52.0294,0.007808
637,18.9953,52.6445,53.2226,53.2148,0.007808
638,18.5979,53.7695,52.0429,52.0351,0.007744
639,19.0632,52.457,52.0378,52.0296,0.008192
640,19.0803,52.4102,54.3239,54.3157,0.00816
641,18.2232,54.875,52.0172,52.009,0.008192
642,19.0434,52.5117,53.2238,53.2159,0.007904
643,18.6317,53.6719,53.2311,53.2233,0.007808
644,18.5898,53.793,52.0581,52.0499,0.008192
645,19.0335,52.5391,53.2544,53.2466,0.007808
646,18.5709,53.8477,53.2306,53.2228,0.007776
647,18.583,53.8125,52.0428,52.035,0.007808
648,19.0803,52.4102,52.0169,52.009,0.007968
649,18.9897,52.6602,53.2222,53.214,0.008192
650,18.544,53.9258,52.0522,52.044,0.008192
651,18.9503,52.7695,52.0533,52.0456,0.007776
652,19.1002,52.3555,54.4069,54.399,0.007904
653,18.2531,54.7852,52.0356,52.0274,0.008192
654,19.0278,52.5547,53.2255,53.2173,0.00816
655,18.5333,53.957,53.2479,53.2401,0.007744
656,18.5965,53.7734,52.0456,52.0376,0.007968
657,19.0788,52.4141,53.2029,53.1948,0.008192
658,18.6467,53.6289,53.239,53.2312,0.007808
659,18.6101,53.7344,53.2227,53.2148,0.00784
660,18.6277,53.6836,52.0388,52.031,0.007776
661,18.9798,52.6875,53.2398,53.2332,0.006624
662,18.548,53.9141,53.2214,53.2149,0.006432
663,18.6739,53.5508,52.0478,52.0401,0.007776
664,19.0278,52.5547,53.237,53.2293,0.007744
665,18.6019,53.7578,53.2296,53.2214,0.008192
666,18.5239,53.9844,52.0292,52.0214,0.007808
667,19.1302,52.2734,53.2326,53.2258,0.006848
668,18.629,53.6797,52.0648,52.0579,0.006912
669,18.9559,52.7539,52.0376,52.0294,0.008192
670,19.1002,52.3555,53.2259,53.2187,0.0072
671,18.6141,53.7227,52.0662,52.0581,0.008128
672,18.9742,52.7031,52.0596,52.0518,0.007808
673,18.5952,53.7773,53.2009,53.1931,0.00784
674,19.0959,52.3672,52.0333,52.0255,0.007776
675,19.0264,52.5586,53.2311,53.2233,0.007744
676,17.5788,56.8867,53.2152,53.207,0.008192
677,19.5122,51.25,52.0428,52.0349,0.007904
678,19.1173,52.3086,53.2298,53.2216,0.008192
679,18.606,53.7461,53.2227,53.2149,0.007776
680,18.4067,54.3281,55.3263,55.3181,0.008224
681,17.9586,55.6836,52.0409,52.0332,0.007712
682,18.9855,52.6719,53.2562,53.248,0.00816
683,18.5292,53.9688,52.027,52.0192,0.00784
684,18.9841,52.6758,52.0274,52.0192,0.008192
685,19.1216,52.2969,53.2126,53.2048,0.007808
686,18.5682,53.8555,52.0097,52.0016,0.008064
687,19.1002,52.3555,52.046,52.0378,0.008192
688,18.5306,53.9648,53.2212,53.2132,0.008
689,18.963,52.7344,52.0277,52.0199,0.007872
690,19.1245,52.2891,54.8861,54.8778,0.008288
691,18.06,55.3711,53.2337,53.2255,0.008192
692,18.6114,53.7305,52.0417,52.0335,0.008192
693,19.0717,52.4336,53.2132,53.205,0.008192
694,18.5763,53.832,53.2398,53.232,0.007808
695,18.6317,53.6719,52.0329,52.0252,0.007744
696,19.0278,52.5547,52.0233,52.0151,0.008192
697,18.9531,52.7617,54.3754,54.3672,0.008192
698,18.3224,54.5781,52.023,52.0151,0.007872
699,18.9714,52.7109,53.2454,53.2378,0.007584
700,18.5898,53.793,53.2521,53.2439,0.008192
701,18.5898,53.793,52.0622,52.054,0.008192
702,18.9391,52.8008,53.2378,53.2296,0.00816
703,18.7518,53.3281,53.2214,53.2143,0.00704
704,18.625,53.6914,53.2415,53.2337,0.007808
705,18.6195,53.707,52.0581,52.0503,0.007776
706,19.0335,52.5391,53.2255,53.2173,0.008192
707,18.6168,53.7148,53.2439,53.2369,0.00704
708,18.5709,53.8477,52.0131,52.0062,0.00688
709,19.059,52.4688,53.2092,53.201,0.008192
710,18.6236,53.6953,52.0065,51.9987,0.007776
711,19.076,52.4219,52.9619,52.9516,0.01024
712,18.723,53.4102,53.2193,53.2111,0.008192
713,18.5952,53.7773,52.0458,52.0389,0.00688
714,18.4958,54.0664,53.2597,53.252,0.007776
715,19.1073,52.3359,53.2751,53.2672,0.007936
716,18.6209,53.7031,53.2221,53.214,0.008192
717,18.5898,53.793,52.0563,52.0481,0.008192
718,19.0165,52.5859,53.2009,53.1927,0.008192
719,18.5992,53.7656,53.2501,53.242,0.008192
720,18.625,53.6914,52.0258,52.0176,0.008192
721,18.9377,52.8047,53.2275,53.2193,0.008192
722,18.5965,53.7734,52.0204,52.0126,0.007808
723,19.1173,52.3086,52.0328,52.025,0.007808
724,18.9981,52.6367,53.2172,53.2091,0.008128
725,18.6047,53.75,52.0274,52.0204,0.007008
726,19.0959,52.3672,52.0356,52.0274,0.008192
727,19.0278,52.5547,54.3937,54.3855,0.00816
728,17.9851,55.6016,52.0388,52.031,0.007776
729,19.2467,51.957,53.2303,53.2221,0.008192
730,18.4252,54.2734,53.2214,53.2142,0.007168
731,18.7134,53.4375,53.2363,53.2292,0.007104
732,18.3289,54.5586,52.0357,52.0279,0.00784
733,19.312,51.7812,53.2152,53.207,0.008192
734,18.6684,53.5664,53.2189,53.2111,0.007744
735,18.6141,53.7227,52.0377,52.0299,0.00784
736,19.0448,52.5078,53.2566,53.2484,0.008192
737,18.5884,53.7969,53.2377,53.2296,0.008096
738,18.4438,54.2188,52.0238,52.0156,0.008128
739,19.0732,52.4297,53.2214,53.2132,0.008192
740,18.6101,53.7344,52.0494,52.0416,0.007808
741,18.7436,53.3516,52.0166,52.0088,0.007808
742,19.3033,51.8047,53.2588,53.2519,0.00688
743,18.6317,53.6719,52.0274,52.0206,0.006816
744,19.001,52.6289,52.0315,52.0245,0.006944
745,18.7642,53.293,53.2131,53.205,0.008096
746,18.8471,53.0586,52.0346,52.0268,0.007808
747,18.9756,52.6992,53.2419,53.2337,0.008192
748,18.5655,53.8633,53.2307,53.2229,0.007744
749,18.5065,54.0352,52.9568,52.9471,0.00976
750,18.5011,54.0508,52.0618,52.054,0.007776
751,19.2568,51.9297,53.2603,53.2532,0.00704
752,18.2051,54.9297,51.4043,51.3959,0.008384
753,19.4381,51.4453,53.227,53.2191,0.007968
754,18.6752,53.5469,52.048,52.0403,0.007776
755,19.0391,52.5234,53.2398,53.2316,0.008192
756,18.6317,53.6719,53.2275,53.2194,0.008096
757,18.5467,53.918,49.5667,49.5585,0.008224
758,20.0172,49.957,52.0374,52.0295,0.007872
759,18.8916,52.9336,54.4238,54.4159,0.007968
760,18.2609,54.7617,52.0455,52.0376,0.007904
761,19.001,52.6289,51.1458,51.1365,0.009248
762,19.3208,51.7578,53.205,53.1968,0.008192
763,18.579,53.8242,52.0591,52.0509,0.008192
764,19.0575,52.4727,53.2168,53.2091,0.007776
765,18.54,53.9375,53.248,53.2398,0.00816
766,18.4691,54.1445,54.7306,54.7226,0.008064
767,18.1277,55.1641,52.046,52.0383,0.007776
768,18.9981,52.6367,53.2332,53.2255,0.007776
769,18.6087,53.7383,52.047,52.0393,0.007744
770,18.9475,52.7773,52.279,52.2704,0.008576
771,18.9531,52.7617,54.0066,53.9998,0.006848
772,18.3315,54.5508,52.0335,52.0253,0.008192
773,18.9981,52.6367,53.2011,53.1933,0.007808
774,18.629,53.6797,53.2148,53.2072,0.007584
775,18.0434,55.4219,52.0503,52.0432,0.007136
776,19.5599,51.125,52.0229,52.0151,0.007776
777,19.0561,52.4766,53.2541,53.2471,0.007008
778,18.5091,54.0273,52.023,52.0151,0.007872
779,19.1045,52.3438,52.0212,52.0131,0.008192
780,18.54,53.9375,53.217,53.2091,0.007904
781,19.0207,52.5742,52.0316,52.0235,0.008192
782,19.0632,52.457,53.2251,53.2172,0.007968
783,18.1021,55.2422,53.2173,53.2092,0.00816
784,19.0547,52.4805,52.04,52.0318,0.008192
785,18.9967,52.6406,53.2446,53.2375,0.007104
786,18.6589,53.5938,53.2272,53.2193,0.007904
787,18.6412,53.6445,52.0394,52.0315,0.007872
788,18.9559,52.7539,53.1943,53.1865,0.007808
789,18.6467,53.6289,53.2206,53.2128,0.007808
790,18.6331,53.668,52.0212,52.0131,0.008096
791,19.0405,52.5195,52.0474,52.0397,0.007744
792,18.9644,52.7305,53.2293,53.2214,0.007904
793,18.5763,53.832,52.0213,52.0143,0.007008
794,18.9939,52.6484,52.3039,52.2957,0.008192
795,18.9587,52.7461,54.0332,54.025,0.008192
796,17.8223,56.1094,52.0278,52.0196,0.008192
797,19.7014,50.7578,53.2389,53.2311,0.007744
798,18.5252,53.9805,53.2359,53.2281,0.00784
799,18.6535,53.6094,52.0327,52.0249,0.007776
800,19.0703,52.4375,52.2936,52.2854,0.008192
801,18.9321,52.8203,54.0464,54.0385,0.007872
802,18.3224,54.5781,52.0335,52.0253,0.008192
803,19.0632,52.457,53.226,53.2191,0.00688
804,18.575,53.8359,53.25,53.2419,0.00816
805,18.6589,53.5938,53.2232,53.2151,0.008064
806,18.5709,53.8477,52.0316,52.0236,0.007904
807,18.9996,52.6328,53.2351,53.2273,0.007808
808,18.4372,54.2383,52.0432,52.0355,0.007776
809,19.1602,52.1914,52.0479,52.0397,0.008192
810,18.8624,53.0156,53.2743,53.2664,0.00784
811,18.5979,53.7695,52.0438,52.0356,0.008192
812,19.0547,52.4805,52.0397,52.0318,0.00784
813,19.076,52.4219,53.2296,53.2214,0.008192
814,18.2297,54.8555,52.0356,52.0274,0.008192
815,19.3573,51.6602,52.0407,52.0325,0.008192
816,18.5655,53.8633,53.2471,53.2393,0.00784
817,18.9209,52.8516,52.3096,52.3,0.009632
818,18.9405,52.7969,52.8507,52.8438,0.00688
819,18.1265,55.168,53.2316,53.2246,0.007008
820,19.225,52.0156,52.6932,52.6847,0.008416
821,18.7917,53.2148,52.0253,52.0172,0.008192
822,19.0264,52.5586,53.2109,53.2029,0.007936
823,18.3921,54.3711,52.0672,52.059,0.008192
824,19.3047,51.8008,52.0274,52.0192,0.008192
825,18.9573,52.75,53.2152,53.207,0.008192
826,18.7107,53.4453,52.0222,52.014,0.008192
827,19.0066,52.6133,52.0206,52.0129,0.007712
828,19.1159,52.3125,53.2187,53.211,0.007712
829,18.6087,53.7383,52.0315,52.0233,0.008192
830,19.0066,52.6133,52.046,52.038,0.007968
831,19.0632,52.457,53.2364,53.2294,0.007008
832,18.5925,53.7852,52.0274,52.0192,0.008192
833,18.9798,52.6875,52.0685,52.0603,0.008192
834,18.6317,53.6719,54.3949,54.3883,0.006592
835,18.6019,53.7578,52.2815,52.2733,0.008192
836,18.9897,52.6602,52.8874,52.8796,0.007808
837,18.6195,53.707,53.2072,53.199,0.008192
838,18.5574,53.8867,52.0223,52.0146,0.007712
839,19.0519,52.4883,52.0425,52.0355,0.006976
840,19.0533,52.4844,53.2255,53.2173,0.008192
841,18.5467,53.918,52.0376,52.0294,0.008192
842,18.9125,52.875,52.2933,52.2834,0.00992
843,19.1245,52.2891,54.0396,54.0318,0.007776
844,18.0421,55.4258,52.3154,52.3069,0.008448
845,19.0646,52.4531,52.8729,52.865,0.00784
846,18.8069,53.1719,53.2275,53.2193,0.008192
847,18.6155,53.7188,52.0421,52.034,0.008192
848,18.9742,52.7031,52.0525,52.0456,0.00688
849,18.9391,52.8008,53.2504,53.2424,0.008064
850,18.3473,54.5039,52.0576,52.0497,0.007936
851,19.2554,51.9336,52.0386,52.0304,0.008192
852,19.0151,52.5898,53.2153,53.2084,0.006912
853,18.629,53.6797,52.054,52.0458,0.00816
854,18.8818,52.9609,52.0352,52.0274,0.007808
855,18.3132,54.6055,53.2384,53.2305,0.007904
856,19.2713,51.8906,52.0417,52.0335,0.008192
857,18.9953,52.6445,53.2397,53.2316,0.008096
858,18.4279,54.2656,53.2316,53.2248,0.006848
859,18.7697,53.2773,52.2716,52.2638,0.00784
860,18.8291,53.1094,52.8638,52.8556,0.008192
861,18.7973,53.1992,53.24,53.2318,0.008192
862,18.5723,53.8438,53.2272,53.2193,0.007904
863,18.6047,53.75,52.0602,52.052,0.008192
864,19.0363,52.5312,53.2311,53.2233,0.007744
865,18.6399,53.6484,52.0308,52.023,0.007776
866,19.0207,52.5742,52.0323,52.0242,0.008096
867,19.0788,52.4141,53.2541,53.246,0.008192
868,18.6168,53.7148,52.0558,52.048,0.007808
869,18.9897,52.6602,52.054,52.0458,0.008192
870,19.059,52.4688,53.2398,53.2316,0.008192
871,18.6358,53.6602,52.0462,52.0382,0.008032
872,19.0123,52.5977,52.8936,52.8843,0.009248
873,18.7477,53.3398,53.2149,53.207,0.007904
874,18.4226,54.2812,52.0104,52.0027,0.007712
875,19.2163,52.0391,53.2241,53.2159,0.008192
876,18.5776,53.8281,53.1866,53.1794,0.007168
877,18.6848,53.5195,52.0272,52.0193,0.007936
878,18.963,52.7344,52.0362,52.0293,0.00688
879,18.9559,52.7539,54.358,54.3498,0.008192
880,18.2271,54.8633,52.0169,52.009,0.007904
881,19.0888,52.3867,52.0298,52.0228,0.006944
882,19.0377,52.5273,53.2044,53.1966,0.007808
883,18.6128,53.7266,52.0397,52.0326,0.007072
884,19.0306,52.5469,52.0268,52.0189,0.007936
885,19.0193,52.5781,53.2237,53.2168,0.006912
886,18.6372,53.6562,52.0185,52.0108,0.007744
887,18.9981,52.6367,53.2257,53.2176,0.008096
888,18.5803,53.8203,53.2234,53.2152,0.008192
889,18.6236,53.6953,52.0463,52.0393,0.007072
890,18.9784,52.6914,53.223,53.2152,0.007808
891,18.5965,53.7734,53.2477,53.2396,0.008096
892,18.5925,53.7852,52.0335,52.0254,0.008096
893,19.086,52.3945,53.2193,53.2124,0.006976
894,18.5979,53.7695,53.2387,53.2305,0.008192
895,18.6589,53.5938,53.2397,53.2319,0.007744
896,18.5844,53.8086,52.0134,52.0055,0.00784
897,19.0236,52.5664,53.236,53.2278,0.008192
898,18.3394,54.5273,52.0484,52.0404,0.008064
899,19.2106,52.0547,52.906,52.8978,0.008224
900,18.8513,53.0469,53.2448,53.2377,0.00704
901,18.6033,53.7539,52.9367,52.9265,0.01024
902,18.7381,53.3672,52.0479,52.0397,0.008192
903,19.0448,52.5078,53.2193,53.2111,0.00816
904,18.5709,53.8477,52.0316,52.0237,0.007904
905,19.0803,52.4102,52.0458,52.0376,0.008192
906,19.0137,52.5938,53.2443,53.2362,0.00816
907,18.5494,53.9102,52.0499,52.0417,0.008192
908,19.0931,52.375,52.8996,52.8911,0.00848
909,18.7326,53.3828,53.2523,53.2441,0.008192
910,18.5938,53.7812,52.03,52.0219,0.008128
911,19.0774,52.418,53.2419,53.2337,0.00816
912,18.5803,53.8203,53.2316,53.2234,0.008192
913,18.6385,53.6523,52.052,52.0438,0.008192
914,19.0632,52.457,52.0347,52.027,0.007712
915,18.7532,53.3242,54.3787,54.3717,0.006944
916,18.4265,54.2695,52.0224,52.0146,0.007776
917,19.008,52.6094,53.2238,53.2169,0.006912
918,18.6141,53.7227,52.0201,52.0132,0.006912
919,19.0774,52.418,53.2357,53.2289,0.006848
920,18.5763,53.832,52.0471,52.0394,0.007712
921,19.0661,52.4492,53.2521,53.2441,0.007968
922,18.3895,54.3789,52.0356,52.0274,0.008192
923,18.9911,52.6562,52.0477,52.0397,0.008064
924,19.2192,52.0312,53.214,53.2058,0.008192
925,18.682,53.5273,52.046,52.0382,0.00784
926,19.0151,52.5898,53.2357,53.2234,0.012288
927,18.548,53.9141,53.2094,53.2016,0.007776
928,18.6155,53.7188,52.0194,52.0115,0.007904
929,18.9996,52.6328,53.2284,53.2202,0.008192
930,18.6752,53.5469,53.2221,53.214,0.008192
931,17.8447,56.0391,52.0245,52.0167,0.007808
932,19.7546,50.6211,53.7559,53.7475,0.008448
933,18.5011,54.0508,57.1941,57.1843,0.009888
934,17.3067,57.7812,51.3434,51.335,0.008416
935,19.331,51.7305,52.0263,52.0194,0.006912
936,19.0945,52.3711,53.1968,53.1898,0.007008
937,18.6277,53.6836,53.2252,53.2172,0.008064
938,18.5992,53.7656,52.0133,52.0053,0.008032
939,18.8888,52.9414,52.0356,52.0278,0.007776
940,19.2134,52.0469,53.2261,53.2179,0.008192
941,18.5346,53.9531,52.0542,52.046,0.00816
942,19.1273,52.2812,53.2438,53.2358,0.007936
943,18.575,53.8359,52.0373,52.0295,0.00784
944,19.0974,52.3633,52.0298,52.0228,0.007008
945,19.0236,52.5664,53.2255,53.2173,0.008192
946,18.6603,53.5898,52.0356,52.0274,0.008192
947,18.9953,52.6445,52.028,52.02,0.008032
948,18.756,53.3164,54.3769,54.3689,0.008
949,18.3816,54.4023,52.0099,52.0017,0.008192
950,19.1388,52.25,53.2013,53.1932,0.00816
951,18.6195,53.707,53.251,53.2428,0.008192
952,18.5965,53.7734,52.0396,52.0317,0.007904
953,18.7162,53.4297,53.2585,53.2513,0.007136
954,18.8554,53.0352,53.2623,53.2542,0.00816
955,18.606,53.7461,53.2287,53.2209,0.007744
956,18.5911,53.7891,52.0417,52.0335,0.008128
957,19.0066,52.6133,53.2518,53.2441,0.007744
958,18.5601,53.8789,53.2171,53.2092,0.00784
959,18.6698,53.5625,52.0397,52.0315,0.008192
960,18.8846,52.9531,53.249,53.2412,0.007808
961,18.7354,53.375,52.047,52.0392,0.007808
962,18.9855,52.6719,52.053,52.0448,0.008192
963,18.6616,53.5859,53.2705,53.2623,0.008192
964,18.7986,53.1953,52.0417,52.0348,0.006944
965,19.0207,52.5742,53.2541,53.246,0.00816
966,18.6752,53.5469,53.2046,53.1968,0.007808
967,18.5736,53.8398,52.0391,52.031,0.008032
968,18.8944,52.9258,53.2012,53.1935,0.007744
969,18.7945,53.207,53.2288,53.2209,0.007904
970,18.5051,54.0391,53.1988,53.1907,0.008128
971,18.663,53.582,52.052,52.0438,0.008192
972,19.0137,52.5938,53.1953,53.1873,0.008032
973,18.6263,53.6875,52.0249,52.0172,0.007776
974,18.8513,53.0469,52.0294,52.0224,0.00704
975,19.1216,52.2969,53.2726,53.2644,0.00816
976,18.5965,53.7734,52.0397,52.0315,0.008192
977,19.0193,52.5781,52.0318,52.0236,0.008192
978,19.0193,52.5781,53.2151,53.207,0.008032
979,18.6168,53.7148,52.0287,52.021,0.007744
980,18.9363,52.8086,52.0308,52.023,0.007872
981,18.8014,53.1875,53.2475,53.2396,0.00784
982,18.6385,53.6523,52.0412,52.0335,0.007776
983,19.0661,52.4492,52.0253,52.0172,0.008192
984,18.9897,52.6602,53.2165,53.2086,0.007936
985,18.5992,53.7656,52.0376,52.0246,0.013056
986,18.6971,53.4844,53.2328,53.225,0.007776
987,18.8651,53.0078,53.2439,53.2357,0.008192
988,18.2401,54.8242,52.0292,52.0214,0.007744
989,19.3004,51.8125,52.0335,52.0253,0.008192
990,18.9996,52.6328,53.2191,53.2113,0.007776
991,18.5642,53.8672,52.0359,52.0277,0.008192
992,18.9391,52.8008,52.0335,52.0264,0.007136
993,19.0547,52.4805,53.2302,53.2221,0.00816
994,18.606,53.7461,52.0212,52.0132,0.008032
995,18.9756,52.6992,52.0429,52.0351,0.007808
996,18.4438,54.2188,54.3546,54.3464,0.008192
997,18.6603,53.5898,52.0462,52.0384,0.007776
998,19.0193,52.5781,53.2142,53.2061,0.008064
999,18.6195,53.707,53.2028,53.195,0.007776
1000,18.5453,53.9219,52.0093,52.0012,0.008192
1001,18.4478,54.207,55.1366,55.1284,0.008192
1002,18.4173,54.2969,53.2103,53.2025,0.007872
1003,17.9536,55.6992,52.9004,52.8915,0.00896
1004,19.0094,52.6055,52.052,52.0438,0.008192
1005,19.1359,52.2578,53.2157,53.2087,0.00704
1006,18.5507,53.9062,52.0193,52.0116,0.007744
1007,19.0349,52.5352,52.0254,52.0186,0.006816
1008,18.6548,53.6055,53.263,53.2548,0.008192
1009,18.8111,53.1602,52.9071,52.8976,0.009536
1010,18.7203,53.418,52.0227,52.0149,0.007808
1011,18.9335,52.8164,53.2185,53.2107,0.007776
1012,18.625,53.6914,52.0149,52.0071,0.007808
1013,18.3684,54.4414,52.3165,52.3082,0.008256
1014,19.5659,51.1094,54.0128,54.0059,0.006848
1015,18.2427,54.8164,52.0502,52.042,0.008192
1016,19.1016,52.3516,53.2116,53.2034,0.008192
1017,18.583,53.8125,53.2695,53.2613,0.008192
1018,18.1818,55,52.03,52.022,0.007968
1019,19.3237,51.75,52.0428,52.035,0.007744
1020,18.7986,53.1953,53.2428,53.2346,0.008192
1021,18.8056,53.1758,52.0461,52.0379,0.008224
1022,18.8721,52.9883,52.0397,52.0315,0.008192
1023,19.0732,52.4297,53.2153,53.2082,0.007104
1024,18.6006,53.7617,52.0136,52.0067,0.006912
1025,18.977,52.6953,53.2394,53.2316,0.007808
1026,18.6304,53.6758,53.215,53.207,0.007968
1027,18.4398,54.2305,52.0435,52.0356,0.007872
1028,19.0533,52.4844,53.2337,53.2255,0.008192
1029,18.7477,53.3398,53.2093,53.2012,0.00816
1030,18.579,53.8242,53.2277,53.22,0.007776
